id,titlu,tip,data_start,data_end,an_start,an_end,secol,secol_n,locatie,zona_aprox,judet,regiune,lat,lng,participanti,descriere,rezultat,teritoriu,observatii,sursa
RM-154,Campaniile lui Jan Sobieski în Moldova,Campanii / expediții,1680,1690,1680,1690,sec. XVII d.Hr.,17,"Moldova: Suceava, Iași, Neamț (ocupare temporară)",1,Suceava / Iași / Neamț,Moldova,47.2,26.4,Polonia-Lituania (regele Jan Sobieski) vs. Imperiul Otoman și Moldova (suzeranitate otomană),"Polonezii organizează mai multe expediții militare în Moldova, ocupând temporar Suceava, Iașiul și Neamțul, în încercarea de a scoate principatul de sub influența otomană.","Ocupații temporare, fără schimbarea suzeranității",da,—,"batalii.csv — sec. XVII d.Hr., pct. 4"
RM-155,Bătălia de la Sânmartin (1685),Bătălie,1685,1685,1685,1685,sec. XVII d.Hr.,17,"Sânmartin (posibil județul Bihor, lângă Oradea — identificare disputată)",1,Bihor,Transilvania / Crișana,46.99,21.96,Imperiul Habsburgic vs. Imperiul Otoman / forțele curuților,"În cadrul Marelui Război Turcesc (1683–1699), după eșecul asediului otoman asupra Vienei, Sfânta Alianță condusă de Habsburgi lansează o ofensivă puternică; luptele se desfășoară intens și pe teritoriul românesc. Bătălia de la Sânmartin (1685) este o confruntare pe teritoriul Transilvaniei între forțele imperiale și cele otomane/curuți.",Avans habsburgic în Transilvania,da,Localizarea exactă a bătăliei este disputată.,"batalii.csv — sec. XVII d.Hr., pct. 5"
RM-156,Bătălia de la Zărnești (1690),Bătălie,1690-08-21,1690-08-21,1690,1690,sec. XVII d.Hr.,17,Zărnești (județul Brașov),0,Brașov,Transilvania,45.58,25.34,Imperiul Otoman și curuți (Imre Thököly) vs. Imperiul Habsburgic,"Bătălie majoră a Marelui Război Turcesc, purtată pe teritoriul Transilvaniei: forțele otomane și curuții (conduși de Imre Thököly) înving armata imperială habsburgică, dar controlul asupra Transilvaniei se schimbă definitiv prin tratatul de la Karlowitz (1699), care cedează oficial principatul Habsburgilor.","Victorie otomană/curuți; totuși, Karlowitz (1699) aduce Transilvania sub Habsburgi",da,—,"batalii.csv — sec. XVII d.Hr., pct. 5"
RM-157,Războiul Ruso-Turc (1710–1711) și Bătălia de la Stănilești,Război / bătălie,1710,1711,1710,1711,sec. XVIII d.Hr.,18,"Stănilești, pe Prut (județul Vaslui)",1,Vaslui,Moldova,46.63,28.14,Rusia (Petru cel Mare) și Moldova (Dimitrie Cantemir) vs. Imperiul Otoman și tătari,"Domnitorul Moldovei, Dimitrie Cantemir, se aliază secret cu țarul Petru cel Mare (Tratatul de la Luțk), încercând să elibereze țara de suzeranitatea otomană. La Stănilești, pe Prut (iulie 1711), armatele moldo-ruse sunt încercuite și înfrânte de otomani. Cantemir se exilează în Rusia, iar Poarta introduce regimul fanariot în Moldova (1711) și apoi în Țara Românească (1716).",Înfrângerea moldo-rusă; introducerea regimului fanariot,da,—,"batalii.csv — sec. XVIII d.Hr., pct. 1"
RM-158,Războiul Austro-Turc (1716–1718),Război,1716,1718,1716,1718,sec. XVIII d.Hr.,18,Banat și Țara Românească,1,—,Banat / Țara Românească,45.5,22.0,Imperiul Habsburgic vs. Imperiul Otoman,"Trupele habsburgice atacă fortărețele otomane și pătrund adânc în Banat și Țara Românească. Conflictul se încheie prin Pacea de la Passarowitz (1718), prin care Imperiul Habsburgic anexează Banatul și Oltenia (aceasta fiind retrocedată Țării Românești două decenii mai târziu).",Anexarea Banatului și Olteniei de către Habsburgi,da,—,"batalii.csv — sec. XVIII d.Hr., pct. 2"
RM-159,Războiul Ruso-Austro-Turc (1735–1739),Război,1735,1739,1735,1739,sec. XVIII d.Hr.,18,"Moldova (Iași), Oltenia și Muntenia",1,—,Moldova / Oltenia / Muntenia,46.7,26.5,Rusia și Imperiul Habsburgic vs. Imperiul Otoman,"Teritoriul Moldovei și al Țării Românești este din nou teatru de război: trupele rusești ocupă Iașiul, iar austriecii luptă pe teritoriul Olteniei și în Muntenia. Se încheie prin Pacea de la Belgrad (1739), prin care Austria pierde Oltenia, care revine sub stăpânirea domniei de la București (și indirect sub suzeranitate otomană).",Revenirea Olteniei sub autoritatea Bucureștiului,da,—,"batalii.csv — sec. XVIII d.Hr., pct. 3"
RM-160,Războiul Ruso-Turc (1768–1774) și ocupația Principatelor,Război / ocupație,1768,1774,1768,1774,sec. XVIII d.Hr.,18,Moldova și Țara Românească (Bătăliile de la Larga și Cahul — azi Republica Moldova),1,—,Moldova / Țara Românească,46.3,28.0,Imperiul Rus vs. Imperiul Otoman,"Unul dintre cele mai distructive conflicte ale secolului pentru spațiul românesc: Moldova și Țara Românească sunt complet ocupate de armatele țariste, iar bătăliile importante de la Larga și Cahul se dau pe teritoriul basarabean de atunci. Pacea de la Kuciuk-Kainargi (1774) retrocedează formal Principatele otomanilor, dar Rusia obține dreptul de a interveni în protejarea creștinilor; în 1775 Austria anexează nordul Moldovei (Bucovina).",Ocupație și distrugeri; dreptul rusesc de intervenție; anexarea Bucovinei,da,Bătăliile de la Larga și Cahul au avut loc în afara granițelor actuale ale României.,"batalii.csv — sec. XVIII d.Hr., pct. 4"
RM-161,Războiul Ruso-Austro-Turc (1787–1792) și bătăliile de la Focșani și Râmnicu Sărat,Război / bătălii,1787,1792,1787,1792,sec. XVIII d.Hr.,18,"București, Iași, Focșani, Râmnicu Sărat",1,Ilfov / Iași / Vrancea / Buzău,Țara Românească / Moldova,45.5,27.0,Rusia și Imperiul Habsburgic vs. Imperiul Otoman,"Alianța austro-rusă atacă Imperiul Otoman pe pământ românesc: Bucureștiul și Iașiul sunt ocupate militar de trupele aliate, iar generalul rus Suvorov obține victorii răsunătoare la Focșani (1789) și Râmnicu Sărat (1789). Războiul se încheie prin Pacea de la Șiștov (1791) cu Austria și Pacea de la Iași (1792) cu Rusia, când granița rusă ajunge pentru prima dată pe Nistru.",Ocupație militară; granița rusă pe Nistru; restabilirea suzeranității otomane,da,—,"batalii.csv — sec. XVIII d.Hr., pct. 5"
RM-162,Războiul Ruso-Turc (1806–1812) și anexarea Basarabiei,Război,1806,1812,1806,1812,sec. XIX d.Hr.,19,Moldova (dintre Prut și Nistru) și Țara Românească,1,—,Moldova,47.0,28.0,Imperiul Rus vs. Imperiul Otoman (principatele române ca teatru de război),"Spațiul românesc este teatru de operațiuni sau ocupat militar: războiul se încheie cu Pacea de la București, prin care Imperiul Rus anexează jumătatea de est a Moldovei — teritoriul dintre Prut și Nistru, numit ulterior Basarabia.",Anexarea Basarabiei de către Imperiul Rus,da,Moștenirea teritorială a evenimentului privește și Republica Moldova de azi.,batalii.csv — sec. XIX d.Hr.
RM-163,Revoluția lui Tudor Vladimirescu (1821),Revoltă / război intern,1821,1821,1821,1821,sec. XIX d.Hr.,19,"Țara Românească: Gorj, Oltenia, București",1,Gorj / Dolj / Ilfov,Țara Românească,44.8,23.5,Pandurii lui Tudor Vladimirescu și eteriștii (Alexandru Ipsilanti) vs. Imperiul Otoman,"Mișcare socială și națională puternică în Țara Românească: se dau lupte între pandurii lui Tudor Vladimirescu, eteriștii (revoluționarii greci conduși de Alexandru Ipsilanti, care acționau tot pe teritoriu românesc) și armatele otomane venite să înăbușe revolta. Tudor Vladimirescu este în cele din urmă asasinat.",Înăbușirea revoltei; sfârșitul lui Tudor Vladimirescu,da,—,batalii.csv — sec. XIX d.Hr.
RM-164,Războiul Ruso-Turc (1828–1829) și ocuparea Principatelor,Război / ocupație,1828,1829,1828,1829,sec. XIX d.Hr.,19,Principatele Române (Moldova și Țara Românească),1,—,Moldova / Țara Românească,46.5,26.5,Imperiul Rus vs. Imperiul Otoman,"Principatele sunt ocupate de armata țaristă. Tratatul de la Adrianopol aduce modificări economice și politice majore (instituirea Regulamentelor Organice) și retrocedează Țării Românești cetățile dunărene: Brăila, Giurgiu și Turnu.",Ocupație rusească; Regulamentele Organice; recâștigarea cetăților dunărene,da,—,batalii.csv — sec. XIX d.Hr.
RM-165,Revoluția de la 1848–1849 din Transilvania (război civil),Revoluție / război civil,1848,1849,1848,1849,sec. XIX d.Hr.,19,Transilvania: Munții Apuseni și diverse localități transilvănene,1,—,Transilvania,46.3,23.0,"Revoluționarii maghiari vs. românii transilvăneni (Avram Iancu, aliați temporar cu Casa de Habsburg)","Revoluția degenerază într-un război civil sângeros între revoluționarii maghiari (care doreau unirea Transilvaniei cu Ungaria) și românii transilvăneni conduși de Avram Iancu, care apărau drepturile naționale ale românilor. Confruntările armate au loc în Munții Apuseni și în diverse localități, până la intervenția trupelor țariste, care înfrâng armata maghiară.",Înfrângerea armatei maghiare de către intervenția țaristă; urmări pentru națiunea română,da,—,batalii.csv — sec. XIX d.Hr.
RM-166,Lupta de la Brad (1849),Bătălie,1849-02,1849-02,1849,1849,sec. XIX d.Hr.,19,"Brad (județul Hunedoara), Munții Apuseni",0,Hunedoara,Transilvania,46.12,22.18,Românii din Munții Apuseni (Avram Iancu) vs. revoluționarii maghiari,"În confruntările din Munții Apuseni, moții conduși de Avram Iancu obțin o victorie importantă la Brad, consolidând controlul românesc asupra zonei și respingând ofensiva revoluționarilor maghiari.",Victorie a moților la Brad,da,Se desfășoară în contextul războiului civil din Transilvania (1848–1849).,batalii.csv — sec. XIX d.Hr. (completare)
RM-167,Luptele de la Abrud (1849),Bătălie,1849-05,1849-05,1849,1849,sec. XIX d.Hr.,19,"Abrud (județul Alba), Munții Apuseni",0,Alba,Transilvania,46.28,23.09,"Românii din Munții Apuseni (Avram Iancu) vs. revoluționarii maghiari (Ioan Hora, generalul Kemeny)","În cadrul războiului civil din Transilvania, Avram Iancu apără cu moții săi localitatea Abrud repetat, provocând înfrângeri grele armatei revoluționare maghiare, care încerca să ocupe Munții Apuseni. Luptele de la Abrud sunt printre cele mai celebre confruntări ale Revoluției de la 1848–1849 din Ardeal.",Victorie a moților lui Avram Iancu; apărarea Munților Apuseni,da,Se desfășoară în contextul războiului civil din Transilvania (1848–1849).,batalii.csv — sec. XIX d.Hr. (completare)
RM-168,Războiul Crimeii — ocuparea Principatelor (1853–1856),Război / ocupații,1853,1856,1853,1856,sec. XIX d.Hr.,19,Principatele Române (Moldova și Țara Românească),1,—,Moldova / Țara Românească,46.5,26.5,Imperiul Rus vs. Imperiul Otoman (cu ocupări austriece și otomane de siguranță),"Conflictul începe prin ocuparea Principatelor Române de către trupele rusești, urmată apoi de o ocupație austriacă și otomană de siguranță. Deși luptele mari se mută în Crimeea, teritoriul românesc este direct afectat de ocupații și rechiziții.",Ocupații succesive; restrângerea influenței ruse în principate,da,—,batalii.csv — sec. XIX d.Hr.
RM-169,Bătălia de la Plevna,Bătălie,1877-07,1877-12-10,1877,1877,sec. XIX d.Hr.,19,"Plevna (azi Pleven, Bulgaria)",1,—,Bulgaria (în afara actualelor granițe),43.42,24.62,România și Imperiul Țarist vs. Imperiul Otoman (Osman Pașa),"Asediul de la Plevna este cea mai sângeroasă confruntare a Războiului de Independență: trupele române și ruse asediază și înfrâng garnizoana otomană a lui Osman Pașa, care capitulează la 10 decembrie 1877. Victoria contribuie decisiv la obținerea independenței României.",Victoria ruso-română; capitularea garnizoanei otomane,nu,"Bătălia s-a desfășurat în afara teritoriului actual al României, dar este legată direct de Războiul de Independență.",batalii.csv — sec. XIX d.Hr. (completare)
RM-170,Luptele de la Grivița (1877),Bătălie,1877-08-30,1877-08-30,1877,1877,sec. XIX d.Hr.,19,"Reduta Grivița, lângă Plevna (azi Pleven, Bulgaria)",1,—,Bulgaria (în afara actualelor granițe),43.4,24.6,România (armata română) vs. Imperiul Otoman,"Atacul românilor asupra redutei Grivița de la Plevna este una dintre cele mai eroice fapte de arme ale Războiului de Independență, soldată cu cucerirea redutei după lupte extrem de sângeroase, celebrată în cultura românească.",Cucerirea redutei Grivița de către armata română,nu,În afara granițelor actuale; parte din Războiul de Independență.,batalii.csv — sec. XIX d.Hr. (completare)
RM-171,Războiul de Independență (Russo-Turc 1877–1878),Război,1877-04,1878,1877,1878,sec. XIX d.Hr.,19,"Trecerea Dunării (Zimnicea) și luptele din Bulgaria (Plevna, Grivița, Rahova, Vidin)",1,Teleorman,Țara Românească / Balcani,43.65,25.37,România (domnitorul Carol I) și Imperiul Rus vs. Imperiul Otoman,"Armata rusă traversează România pentru a ataca Imperiul Otoman; România se alătură militar Rusiei, iar trupele conduse de Carol I au un rol decisiv în asediile de la Plevna, Grivița, Rahova și Vidin. Conflictul consfințește independența de stat a României.",Independența României (1877–1878); recunoaștere internațională,partial,Luptele principale au avut loc în afara granițelor actuale (Bulgaria); trecerea Dunării și mobilizarea s-au desfășurat pe teritoriul românesc.,batalii.csv — sec. XIX d.Hr.
RM-172,Bătălia de la Smârdan,Bătălie,1878-01-24,1878-01-24,1878,1878,sec. XIX d.Hr.,19,"Smârdan, lângă Vidin (Bulgaria)",1,—,Bulgaria (în afara actualelor granițe),44.0,22.87,România (armata română) vs. Imperiul Otoman,"Bătălia de la Smârdan, la 24 ianuarie 1878, este o victorie importantă a armatei române de la finalul Războiului de Independență, marcând ultima mare confruntare a campaniei de peste Dunăre și simbolizând închiderea campaniei victorioase.",Victoria armatei române; finalul campaniei de peste Dunăre,nu,În afara granițelor actuale; parte din Războiul de Independență.,batalii.csv — sec. XIX d.Hr. (completare)
RM-173,Bătălia de la Bazargic (1916),Bătălie,1916-09-05,1916-09-07,1916,1916,sec. XX d.Hr.,20,"Bazargic (azi Dobrici, Bulgaria) — Dobrogea de sud",1,Constanța,Dobrogea,43.57,27.83,România și Imperiul Țarist vs. Bulgaria și Imperiul German,"În fața ofensivei bulgaro-germane în Dobrogea, trupele române și ruse sunt înfrânte la Bazargic (Dobrici), în prima mare bătălie de pe frontul dobrogean din campania din 1916. Înfrângerea contribuie la pierderea Dobrogei.",Victoria forțelor bulgaro-germane; înaintarea în Dobrogea,partial,Bazargic se află la granița actuală dintre România și Bulgaria (Dobrogea de sud).,batalii.csv — sec. XX d.Hr. (completare)
RM-174,Bătălia de la Brașov (1916),Bătălie,1916-10-07,1916-10-08,1916,1916,sec. XX d.Hr.,20,Brașov și Țara Bârsei (județul Brașov),1,Brașov,Transilvania,45.66,25.61,România (Armata a 2-a) vs. Imperiul German (Armata a 9-a),"Armata română a 2-a încercă să oprească înaintarea Armatei a 9-a germane prin Țara Bârsei, dar este înfrântă și se retrage din Brașov, ultima mare confruntare din ofensiva germană din Transilvania de la sfârșitul anului 1916.",Victorie a Puterilor Centrale; retragerea Armatei a 2-a,da,Parte din operația de apărare a trecătorilor din 1916.,batalii.csv — sec. XX d.Hr. (completare)
RM-175,Bătălia de la Predeal (1916),Bătălie,1916-10,1916-10,1916,1916,sec. XX d.Hr.,20,"Predeal, trecătoarea din Carpații Meridionali (județul Brașov)",0,Brașov,Transilvania / Muntenia,45.5,25.58,România vs. Imperiul German și Austro-Ungaria,"În confruntările pentru trecătoarea Predeal, trupele române rezistă eroic, dar sunt nevoite să se retragă spre zona Bran–Câmpulung, în cadrul operației de apărare a trecătorilor din Carpați în campania din 1916.",Depășirea trecătorii de către Puterile Centrale,da,Parte din operația de apărare a trecătorilor din 1916.,batalii.csv — sec. XX d.Hr. (completare)
RM-176,Bătălia de la Sibiu (1916),Bătălie,1916-09-26,1916-09-29,1916,1916,sec. XX d.Hr.,20,Sibiu și zona trecătorilor din Carpații Meridionali (județul Sibiu),1,Sibiu,Transilvania,45.8,24.15,România vs. Imperiul German și Austro-Ungaria,"Bătălia de la Sibiu face parte din apărarea trecătorilor din Carpați: forțele Puterilor Centrale, venite din Transilvania, împing armata română și pătrund în zona Sibiu–Turnu Roșu, deschizând drumul spre sud.",Victorie a Puterilor Centrale; depășirea apărării române,da,Parte din operația de apărare a trecătorilor din 1916.,batalii.csv — sec. XX d.Hr. (completare)
RM-177,Bătălia de la Turtucaia,Bătălie,1916-09-02,1916-09-06,1916,1916,sec. XX d.Hr.,20,"Turtucaia (azi Tutrakan, Bulgaria) — pe malul drept al Dunării, în fața Dobrogei",1,—,Dobrogea (graniță),44.05,26.62,România (garnizoana Turtucaia) vs. Bulgaria și Imperiul German,"Înfrângere severă a trupelor române în fața armatei bulgaro-germane, care deschide drumul inamicului spre Dobrogea. Una dintre cele mai mari catastrofe militare ale românilor în Primul Război Mondial.",Înfrângere românească; ocuparea Dobrogei,nu,"Turtucaia este azi în Bulgaria, imediat la frontiera cu România.",batalii.csv — sec. XX d.Hr.
RM-178,Bătălia de la Târgu Jiu (1916),Bătălie,1916-11-16,1916-11-17,1916,1916,sec. XX d.Hr.,20,Târgu Jiu (județul Gorj),0,Gorj,Oltenia,45.04,23.27,România vs. Imperiul German (armata lui Falkenhayn),"Bătălia de la Târgu Jiu are loc în cadrul apărării Olteniei: trupele române, după lupte grele pe Valea Jiului, încearcă să oprească înaintarea germană, dar orașul cade în mâinile Puterilor Centrale, pregătind marea bătălie de la Neajlov–Argeș și ocuparea Bucureștiului.",Victorie a Puterilor Centrale; căderea Târgu Jiului,da,Parte din a doua bătălie de pe Valea Jiului și din apărarea Olteniei.,batalii.csv — sec. XX d.Hr. (completare)
RM-179,Bătălia de pe Neajlov–Argeș (1916),Bătălie,1916-11,1916-12,1916,1916,sec. XX d.Hr.,20,"Zona râurilor Neajlov și Argeș, la sud de București",1,Giurgiu / Ilfov,Muntenia,44.35,25.75,România vs. Imperiul German (von Mackensen),"Ultima încercare majoră de a opri înaintarea Puterilor Centrale spre București; după această confruntare, capitala este ocupată.",Înfrângere românească; ocuparea Bucureștiului,da,—,batalii.csv — sec. XX d.Hr.
RM-180,Bătălia de pe Valea Jiului (1916),Bătălie,1916-10,1916-11,1916,1916,sec. XX d.Hr.,20,Valea Jiului (județele Gorj/Hunedoara),1,Gorj / Hunedoara,Oltenia,45.35,23.15,România vs. Imperiul German (armata lui Falkenhayn),"Confruntare violentă prin care s-a încercat, fără succes, oprirea înaintării Puterilor Centrale, venite dinspre Transilvania prin Valea Jiului, spre București.",Succes german inițial; depășirea apărării române,da,—,batalii.csv — sec. XX d.Hr.
RM-181,Bătălia de pe Valea Prahovei (1916),Bătălie,1916-10-09,1916-10-25,1916,1916,sec. XX d.Hr.,20,"Valea Prahovei, în Carpații Meridionali (județul Prahova)",1,Prahova,Muntenia,45.2,25.7,România vs. Imperiul German și Austro-Ungaria,"Confruntări violente pe valea Prahovei, una dintre principalele căi de acces spre București: armata română încearcă să blocheze înaintarea Puterilor Centrale prin Carpați, dar este depășită după lupte grele, contribuind la ocuparea ulterioară a capitalei.",Depășirea apărării române pe Valea Prahovei,da,Parte din operația de apărare a trecătorilor din 1916.,batalii.csv — sec. XX d.Hr. (completare)
RM-182,Bătălia pentru București (1916),Bătălie,1916-11-30,1916-12-03,1916,1916,sec. XX d.Hr.,20,București și zona Neajlov–Argeș (județul Ilfov / Dâmbovița),0,Ilfov / București,Muntenia,44.43,26.1,"România vs. Puterile Centrale (Germania, Austro-Ungaria, Bulgaria)","După înfrângerea de la Neajlov–Argeș, germanii și aliații lor înaintează spre capitală. În pofida rezistenței eroice, Bucureștiul este ocupat la 6 decembrie 1916, iar guvernul și armata se retrag în Moldova, marcând prăbușirea frontului de sud.",Ocuparea Bucureștiului de către Puterile Centrale,da,Parte din operația de apărare a teritoriului Munteniei.,batalii.csv — sec. XX d.Hr. (completare)
RM-183,Operația de la Flămânda,Operație / ofensivă,1916-09-29,1916-10-05,1916,1916,sec. XX d.Hr.,20,Zona Flămânda–Oltul și Dunărea de Jos (județul Teleorman / Călărași),1,Teleorman,Muntenia (sud),43.95,25.0,România (armata a 3-a) vs. Imperiul German și Bulgaria (gruparea Mackensen),"Ofensivă românească menită să forțeze Dunărea și să surprindă forțele bulgaro-germane din spate. Operația, nefinalizată și gândită pripit, se soldează cu eșec și este abandonată pe fondul înfrângerii de la Turtucaia și al lipsei de coordonare.",Eșecul operației; înfrângerea strategică a României,da,"Operație de forțare a Dunării, abandonată din cauza lipsei de coordonare.",batalii.csv — sec. XX d.Hr. (completare)
RM-184,Prima bătălie de la Oituz (1916),Bătălie,1916-10-12,1916-10-27,1916,1916,sec. XX d.Hr.,20,"Valea Oituzului, Carpații de Curbură (județul Bacău / Covasna)",1,Bacău,Moldova,46.08,26.35,România vs. Imperiul German și Austro-Ungaria,"Prima bătălie de la Oituz face parte din apărarea trecătorilor: trupele române opresc înaintarea Puterilor Centrale prin Valea Oituzului, apărând Moldova și împiedicând încercuirea armatei române.",Victorie defensivă a armatei române,da,Urmează a doua bătălie de la Oituz (noiembrie 1916) și cea din 1917.,batalii.csv — sec. XX d.Hr. (completare)
RM-185,Primul Război Mondial — Campania din 1916 (înfrângerea inițială),Campanie / război,1916-08-27,1916-12,1916,1916,sec. XX d.Hr.,20,"Transilvania, Muntenia, Dobrogea, Moldova (capitola de război: Iași)",1,—,România,46.0,26.0,"România (Antanta) vs. Puterile Centrale (Imperiul German, Austro-Ungaria, Bulgaria)","După o ofensivă de scurtă durată în Transilvania, armata română este nevoită să se retragă din cauza atacului combinat al trupelor germane, austro-ungare și bulgare. Sudul țării, inclusiv capitala București, este ocupat de Puterile Centrale; regele, guvernul și armata se retrag în Moldova, Iașiul devenind capitală de război.",Ocuparea sudului României; retragerea armatei în Moldova,da,—,batalii.csv — sec. XX d.Hr.
RM-186,Bătălia de la Mărășești (1917),Bătălie,1917-08-06,1917-09-03,1917,1917,sec. XX d.Hr.,20,Mărășești (județul Vrancea),0,Vrancea,Moldova,45.88,27.23,România vs. Imperiul German (von Mackensen),"Cea mai mare bătălie de pe frontul românesc: armata română rezistă eroic atacului german, stabilizând frontul sub deviza „Pe aici nu se trece!”.",Victorie defensivă românească; stabilizarea frontului,da,—,batalii.csv — sec. XX d.Hr.
RM-187,Bătălia de la Mărăști (1917),Bătălie / ofensivă,1917-07-22,1917-08-01,1917,1917,sec. XX d.Hr.,20,Mărăști (județul Vrancea),0,Vrancea,Moldova,45.83,26.77,România (generalul Alexandru Averescu) vs. Imperiul German și Austro-Ungaria,"Ofensivă românească reușită, sub conducerea generalului Alexandru Averescu, prin care s-a obținut eliberarea mai multor localități și întărirea moralului armatei române reorganizate.",Victorie românească; eliberarea unor localități,da,—,batalii.csv — sec. XX d.Hr.
RM-188,Bătălia de la Oituz (1917),Bătălie,1917-08-08,1917-08-20,1917,1917,sec. XX d.Hr.,20,Valea Oituzului (județele Bacău/Covasna),1,Bacău / Covasna,Moldova / Transilvania,46.1,26.43,România vs. Imperiul German și Austro-Ungaria,"Desfășurată în paralel cu bătălia de la Mărășești, trupele române blochează încercarea inamicului de a pătrunde în valea Trotușului, în inima Moldovei.",Victorie defensivă românească,da,—,batalii.csv — sec. XX d.Hr.
RM-189,Al Doilea Război Mondial — Operațiunea Tidal Wave (bombardarea Ploieștiului),Bombardament aerian,1943-08-01,1943-08-01,1943,1943,sec. XX d.Hr.,20,Ploiești (județul Prahova),0,Prahova,Muntenia,44.94,26.02,SUA (USAAF) vs. România (apărarea antiaeriană) și Germania Nazistă (apărarea rafinăriilor),Atac aerian masiv al aviației americane (USAAF) asupra rafinăriilor de petrol de la Ploiești — una dintre cele mai sângeroase și costisitoare misiuni aeriene pentru americani din întreg războiul.,"Distrugeri parțiale ale rafinăriilor, cu pierderi aeriene americane mari",da,—,batalii.csv — sec. XX d.Hr.
RM-190,Bombardamentele aliate asupra României (1943–1944),Bombardamente aeriene,1943,1944,1943,1944,sec. XX d.Hr.,20,"București, Ploiești, Turnu Severin, Brașov",1,Ilfov / Prahova / Mehedinți / Brașov,România,44.8,25.4,"Aliații (SUA — USAAF, Regatul Unit — RAF) vs. România și Germania Nazistă","Înainte de intrarea trupelor terestre, România este ținta unor intense atacuri aeriene americane și britanice, având ca scop distrugerea infrastructurii petroliere și feroviare. Orașe precum București (inclusiv atacul devastator din 4 aprilie 1944 asupra Gării de Nord), Ploiești, Turnu Severin și Brașov sunt bombardate sistematic.",Distrugeri ale infrastructurii; victime civile numeroase,da,—,batalii.csv — sec. XX d.Hr.
RM-191,A Doua Ofensivă Iași–Chișinău (20–29 august 1944),Ofensivă strategică,1944-08-20,1944-08-29,1944,1944,sec. XX d.Hr.,20,"Moldova: Iași, Chișinău, frontul germano-român",1,Iași,Moldova,47.1,27.5,URSS (Armata Roșie) vs. România și Germania Nazistă,Operațiune strategică sovietică masivă care duce la prăbușirea completă a frontului germano-român din Moldova: Armata Roșie sparge rapid liniile defensive de la Iași și Chișinău. Prăbușirea militară accelerează lovitura de stat de la București din 23 august 1944.,Prăbușirea frontului; lovitura de stat din 23 august 1944,da,—,batalii.csv — sec. XX d.Hr.
RM-192,Bătălia de la Păuliș (1944),Bătălie defensivă,1944-09-14,1944-09-19,1944,1944,sec. XX d.Hr.,20,Păuliș (județul Arad),0,Arad,Banat,46.12,21.59,România (elevii Școlii de Subofițeri de Rezervă de la Radna) vs. Ungaria (armata horthystă),"Elevii școlii de subofițeri de rezervă de la Radna opresc o ofensivă puternică a trupelor ungare, într-una dintre cele mai eroice confruntări defensive ale campaniei din vestul României.",Victorie defensivă românească împotriva forțelor superioare,da,—,batalii.csv — sec. XX d.Hr.
RM-193,Bătălia de la Turda (1944),Bătălie de blindate,1944-09,1944-10,1944,1944,sec. XX d.Hr.,20,Turda (județul Cluj),0,Cluj,Transilvania,46.57,23.78,România și URSS vs. Germania Nazistă și Ungaria,"Una dintre cele mai mari și mai grele bătălii de blindate de pe teritoriul actual al României: trupele ungaro-germane opun o rezistență dârză în fața forțelor româno-sovietice, în cadrul campaniei de eliberare a Transilvaniei de Nord.",Cucerirea Turdei de către forțele româno-sovietice,da,—,batalii.csv — sec. XX d.Hr.
RM-194,Bătălia pentru București (august–septembrie 1944),Bătălie urbană,1944-08-24,1944-09,1944,1944,sec. XX d.Hr.,20,București,1,Ilfov,Muntenia,44.43,26.1,"România (armata, după 23 august) vs. Germania Nazistă","După actul de la 23 august 1944, teritoriul României devine teatrul unor lupte intense între foștii aliați. Trupele române resping atacurile germane care încercau să ocupe Capitala și să instaureze un regim marionetă; până la sosirea sovieticilor, Bucureștiul este deja eliberat de armata română.",Eliberarea Bucureștiului de către armata română,da,—,batalii.csv — sec. XX d.Hr.
RM-195,Eliberarea Careiului și Satu Mare (25 octombrie 1944),Ofensivă / eliberare,1944-10,1944-10-25,1944,1944,sec. XX d.Hr.,20,Carei și Satu Mare,1,Satu Mare,Transilvania (nord-vest),47.74,22.68,România și URSS vs. Germania Nazistă și Ungaria,"Armata română, acționând împreună cu Armata Roșie, eliberează în 25 octombrie 1944 orașele Carei și Satu Mare, încheind eliberarea întregului teritoriu actual al României de sub ocupația trupelor Axei.",Eliberarea completă a teritoriului României (25 oct. 1944),da,—,batalii.csv — sec. XX d.Hr.
RM-196,Luptele de pe linia Dunării și din Dobrogea (1944),Lupte de retragere / blocare,1944-08,1944-09,1944,1944,sec. XX d.Hr.,20,Dunărea de Jos și Dobrogea,1,Constanța / Tulcea / Călărași,Dobrogea,44.4,28.0,România și URSS vs. Germania Nazistă,"Confruntări pentru blocarea retragerii trupelor germane din Balcani, desfășurate pe linia Dunării și în Dobrogea, ca parte a luptelor de după 23 august 1944.",Blocarea și capturarea unor forțe germane care se retrăgeau,da,—,batalii.csv — sec. XX d.Hr.
RM-197,Ofensiva Uman–Botoșani (1944),Ofensivă,1944-03,1944-04,1944,1944,sec. XX d.Hr.,20,"Nordul Moldovei: Botoșani, Dorohoi, Suceava",1,Botoșani / Suceava,Moldova,47.8,26.5,URSS (Armata Roșie) vs. România și Germania Nazistă,"Ofensiva marchează intrarea trupelor sovietice pe teritoriul României: Frontul de Est ajunge în nordul Moldovei, iar sovieticii ocupă orașe precum Botoșani, Dorohoi și Suceava, stabilind linia frontului în nordul țării.",Ocuparea nordului Moldovei de către Armata Roșie,da,—,batalii.csv — sec. XX d.Hr.
